CommonName,FinalID,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode,BOLD_Records,BOLD_Records_CA,BOLD_Records_COI,BOLD_Records_COI_CA,BOLD_Records_COI_SW,BOLD_Records_COI_USA,BOLD_Records_ITS,BOLD_Records_ITS_CA,BOLD_Records_ITS_SW,BOLD_Records_ITS_USA,BOLD_Records_rbcL,BOLD_Records_rbcL_CA,BOLD_Records_rbcL_SW,BOLD_Records_rbcL_USA,BOLD_Records_SW,BOLD_Records_trnL,BOLD_Records_trnL_CA,BOLD_Records_trnL_SW,BOLD_Records_trnL_USA,BOLD_Records_USA,GB_18S_count,GB_chloro_count,GB_mito_count,GB_mito_fl_count
NA,Tortula atrovirens,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula atrovirens,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula bolanderi,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula bolanderi,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula brevipes,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula brevipes,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula californica,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula californica,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula guepinii,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula guepinii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula hoppeana,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula hoppeana,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula inermis,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula inermis,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula leucostoma,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula leucostoma,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula mucronifolia,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula mucronifolia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula muralis,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula muralis,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula obtusifolia,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula obtusifolia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula plinthobia,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula plinthobia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula protobryoides,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula protobryoides,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula subulata,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula subulata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tortula systylia,Tortula,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Tortula,NA,Tortula systylia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Trichostemmum,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Trichostemmum,NA,Trichostemmum,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Trichostemmum brachydontium,Trichostemmum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Trichostemmum,NA,Trichostemmum brachydontium,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Trichostemmum crispulum,Trichostemmum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Trichostemmum,NA,Trichostemmum crispulum,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Trichostemmum sweetii,Trichostemmum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Trichostemmum,NA,Trichostemmum sweetii,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Triquetrella,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Triquetrella,NA,Triquetrella,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Triquetrella californica,Triquetrella,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Triquetrella,NA,Triquetrella californica,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Weissia,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Weissia,NA,Weissia,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Weissia condensa,Weissia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Weissia,NA,Weissia condensa,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Weissia controversa,Weissia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Weissia,NA,Weissia controversa,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Weissia inoperculata,Weissia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Weissia,NA,Weissia inoperculata,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Weissia ligulaefolia,Weissia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Weissia,NA,Weissia ligulaefolia,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tomentypnum,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Tomentypnum,NA,Tomentypnum,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Tomentypnum nitens,Tomentypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Tomentypnum,NA,Tomentypnum nitens,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
